filename	read_id	run_id	batch_id	channel	mux	start_time	duration	num_events	passes_filtering	template_start	num_events_template	template_duration	sequence_length_template	mean_qscore_template	strand_score_template	median_template	mad_template	scaling_median_template	scaling_mad_template
sample1-0.fast5	f66c9682-f6d5-49ee-a00a-25f6850baaf8	01c601ade41551939fc3d763b24f095a94439087	0	509	1	12575.769588	17.522244	5277	TRUE	12577.196879	4847	16.094954	522	7.491129	0.000000	92.088516	12.793977	92.088516	12.793977
sample1-0.fast5	c78573f7-e4b8-4f8c-8a73-fbcaa4777b67	01c601ade41551939fc3d763b24f095a94439087	0	45	4	100927.464475	14.170319	4268	TRUE	100928.219456	4040	13.415339	489	11.165020	0.000000	106.991394	16.027620	106.991394	16.027620
sample1-0.fast5	c8366979-9298-44f3-b8cb-9881fc022925	01c601ade41551939fc3d763b24f095a94439087	0	361	4	37638.671315	12.029880	3623	TRUE	37640.271248	3141	10.429947	782	10.727138	0.000000	103.195374	12.512791	103.195374	12.512791
sample1-0.fast5	c90f8742-0a3d-4956-a7ac-e3fb5cbcae05	01c601ade41551939fc3d763b24f095a94439087	0	436	4	665.044157	24.905710	7501	TRUE	665.500332	7364	24.449535	1373	10.250504	0.000000	84.918266	12.934570	84.918266	12.934570
sample1-0.fast5	ca7ef30f-9c9c-42b9-bdc5-1eb71ef9417e	01c601ade41551939fc3d763b24f095a94439087	0	334	3	47208.379814	13.547477	4080	FALSE	47212.195883	2931	9.731408	359	5.988157	0.000000	111.209190	8.013810	111.209190	8.013810
sample1-0.fast5	daaed104-5c72-4120-92ac-28a06e0cf02b	01c601ade41551939fc3d763b24f095a94439087	0	421	2	13140.044157	11.409695	3436	TRUE	13142.168327	2796	9.285525	359	10.319387	0.000000	91.104362	10.263300	91.104362	10.263300
sample1-0.fast5	dac89325-ae5b-4858-b2ea-ba96d7944284	01c601ade41551939fc3d763b24f095a94439087	0	204	2	19723.720120	15.719456	4734	TRUE	19723.932603	4670	15.506972	605	8.486186	0.000000	95.040970	13.496943	95.040970	13.496943
sample1-0.fast5	dba1ca39-50a5-437e-b65b-524a3fa1f17c	01c601ade41551939fc3d763b24f095a94439087	0	429	2	63404.494356	5.948539	1791	TRUE	63405.717131	1423	4.725764	384	8.710443	0.000000	107.413170	12.793977	107.413170	12.793977
sample1-0.fast5	f8014d0a-73e1-4fcc-b856-2ee1b70dadeb	01c601ade41551939fc3d763b24f095a94439087	0	380	3	14982.052789	32.388114	9755	TRUE	14982.617198	9585	31.823705	1743	10.627007	0.000000	97.290466	14.481095	97.290466	14.481095
sample1-0.fast5	d5fb5f17-0a76-47a6-84e5-815cc0e2e1d1	01c601ade41551939fc3d763b24f095a94439087	0	132	1	1448.066733	56.343958	16970	TRUE	1450.370186	16277	54.040505	2897	10.319284	0.000000	94.197418	13.637536	94.197418	13.637536
